     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
     10396,       504,         0,    21.1,bplsd_r6_w7_c1_hx36,aacecaca9c07a3eb4666adefebc3b2ee2be86e858d7f17b00118106a7b6f4c5a,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":32,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.004,""rounds"":6,""window"":7,""z_basis"":""True""}",
      4227,       520,         0,    15.2,bplsd_r6_w7_c1_hx36,ed7fe7b3387520dbbbe11d4dda93f46223465c8a5c9e06017abad4884f57d337,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":32,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.005,""rounds"":6,""window"":7,""z_basis"":""True""}",
      2153,       540,         0,    12.5,bplsd_r6_w7_c1_hx36,8f3d65be92c070d355c512961055146144f6e43f84ae07bc06a96b5d0fe2d9d3,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":32,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.006,""rounds"":6,""window"":7,""z_basis"":""True""}",
  18036475,       502,         0,  7404.7,bplsd_r6_w7_c1_hx36,b0c5061c9044a34bde1c5e6e71832fe791ce66ef3f788557d561f00698780b8a,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.0006,""rounds"":6,""window"":7,""z_basis"":""True""}",
   3008608,       500,         0,  1245.2,bplsd_r6_w7_c1_hx36,51bc50c1fd62a39530672fac63a7f46eeaeafa1955fdca94b5f3d5a70ad7e038,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.001,""rounds"":6,""window"":7,""z_basis"":""True""}",
    233734,       514,         0,   159.2,bplsd_r6_w7_c1_hx36,6c4dc832596c3379ada2f5eb381614bb885923b5e80f97aab80c95d5f9365061,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.002,""rounds"":6,""window"":7,""z_basis"":""True""}",
     37083,       529,         0,    44.4,bplsd_r6_w7_c1_hx36,c9c9f97b699387ace401cdbdaf5e7871a2abfdfd390076e057964f160da43960,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.003,""rounds"":6,""window"":7,""z_basis"":""True""}",
     12491,       535,         0,    28.2,bplsd_r6_w7_c1_hx36,e7d2050f70e4f1a183eead9ac72bb225e441c7507d6da1c16ba832d954dd62ce,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.004,""rounds"":6,""window"":7,""z_basis"":""True""}",
      5253,       569,         0,    21.6,bplsd_r6_w7_c1_hx36,620ab97ea54cf98fcb51b0b0d63eda2534ea62172cce17fee034d37d7790b9c0,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.005,""rounds"":6,""window"":7,""z_basis"":""True""}",
      2326,       546,         0,    16.3,bplsd_r6_w7_c1_hx36,9775d03796481161c0594d8ed4e64d4b65c705ff4a6947438bdc8527db3d8c1a,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.006,""rounds"":6,""window"":7,""z_basis"":""True""}",
  17541609,       508,         0,  7132.0,bplsd_r6_w7_c1_hx36,7d24f1e80cde9f2dfc1bf6fa437b534afa07f6dac75fb240ddb3207ee27d8655,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":128,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.0006,""rounds"":6,""window"":7,""z_basis"":""True""}",
   3430993,       570,         0,  1430.0,bplsd_r6_w7_c1_hx36,c23616cab9fd3b4b0f0345c506870c46ac3bf21e062ef5c85060c39f1c6340aa,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":128,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.001,""rounds"":6,""window"":7,""z_basis"":""True""}",
    249771,       612,         0,   173.7,bplsd_r6_w7_c1_hx36,290b373b844822670c63946bd6162f0e015b3dc16fecd55682225eae52c5624d,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":128,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.002,""rounds"":6,""window"":7,""z_basis"":""True""}",
     41741,       506,         0,    52.5,bplsd_r6_w7_c1_hx36,ed9e2697fd8b763709c55e1a7ff4e4b86511d6583d2d3057923a835b4164eac2,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":128,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.003,""rounds"":6,""window"":7,""z_basis"":""True""}",
     11322,       519,         0,    29.5,bplsd_r6_w7_c1_hx36,53f3ad4129b3ad7e7e84bed04ab4ece449b2a90894e0c35201d21863af77debf,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":128,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.004,""rounds"":6,""window"":7,""z_basis"":""True""}",
      4670,       501,         0,    22.2,bplsd_r6_w7_c1_hx36,cbf800c9b3ccd337069e96a82ab0cbc8566ebb5867f63190b63ada5eb41b894a,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":128,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.005,""rounds"":6,""window"":7,""z_basis"":""True""}",
      2592,       502,         0,    20.5,bplsd_r6_w7_c1_hx36,53ce7e3fbbb12ce2d07eed66a58d8950aedde507b9f2890d7267465927306c62,"{""code"":""BB_n72_k12"",""commit"":1,""d"":6,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":128,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.006,""rounds"":6,""window"":7,""z_basis"":""True""}",
  64424764,       508,         0,118666.3,bplsd_r10_w11_c1_hx54,e69527d82d7e311679612e93df99509566c8497bda271253e04256fbc768dd95,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":0,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.0006,""rounds"":10,""window"":11,""z_basis"":""True""}",
  10100402,       503,         0, 24395.8,bplsd_r10_w11_c1_hx54,fc56c537636cef815dffd9f44e119b8accf14b93c3d955c1b664d8ebc32d9e63,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":0,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.001,""rounds"":10,""window"":11,""z_basis"":""True""}",
    566861,       531,         0,  1720.7,bplsd_r10_w11_c1_hx54,f602e81fcc2bfb74847664e32f7465b98bb870d535f6379da6e5de31a5e3140e,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":0,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.002,""rounds"":10,""window"":11,""z_basis"":""True""}",
     66658,       531,         0,   301.0,bplsd_r10_w11_c1_hx54,3482af79d3b6b2af251ff536a8271f7968f20ec470dfa2ef42b855c48a0b005a,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":0,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.003,""rounds"":10,""window"":11,""z_basis"":""True""}",
     13030,       541,         0,   102.8,bplsd_r10_w11_c1_hx54,59215ea47a42e6b09d5ed633ba93ed5e9602b1ee60906e992575216079a8fc8e,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":0,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.004,""rounds"":10,""window"":11,""z_basis"":""True""}",
      4214,       537,         0,    65.7,bplsd_r10_w11_c1_hx54,e08cbecf568bf14eb07104fa4bd1102869b552af3a501cd6c40395f1e88e099e,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":0,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.005,""rounds"":10,""window"":11,""z_basis"":""True""}",
      1591,       506,         0,    54.6,bplsd_r10_w11_c1_hx54,dcfa278d3db8551de1f5aad363da6a5419df07d322b419c9fe4763407e00018f,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":0,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.006,""rounds"":10,""window"":11,""z_basis"":""True""}",
  60998909,       505,         0,111679.8,bplsd_r10_w11_c1_hx54,f0d626ee81ac45e57602cbcc0a0e8db5f12af05d59a460c14b909178e33fe88d,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.0006,""rounds"":10,""window"":11,""z_basis"":""True""}",
  11928907,       516,         0, 28728.7,bplsd_r10_w11_c1_hx54,1df592aaaa6d69c34d1014456df089809c71a035b69910bf52a474b8ae3c035d,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.001,""rounds"":10,""window"":11,""z_basis"":""True""}",
    767799,       571,         0,  2558.9,bplsd_r10_w11_c1_hx54,c9ca7dbcfa7fbad2843a60d593cada856941cb639d451776d2f3f28f57263efd,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.002,""rounds"":10,""window"":11,""z_basis"":""True""}",
     82303,       507,         0,   435.6,bplsd_r10_w11_c1_hx54,731edf6da4401b3ee68eb6e3f50e540bb9bbc3e92883f157f02368cace4d10ba,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.003,""rounds"":10,""window"":11,""z_basis"":""True""}",
     16771,       551,         0,   167.6,bplsd_r10_w11_c1_hx54,9779cf1e4efda6f5d81052b973d068387286071b3e0cacf62a30693d837196cf,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.004,""rounds"":10,""window"":11,""z_basis"":""True""}",
      3900,       507,         0,    81.5,bplsd_r10_w11_c1_hx54,69d51c0f06176c93e7de58f0df3a7679782927505667422d2ddc3f5134611846,"{""code"":""BB_n108_k8"",""commit"":1,""d"":10,""decoder_args"":{""bp_method"":""ms"",""lsd_order"":64,""max_iter"":30,""ms_scaling_factor"":1.0,""osd_method"":""osd_cs"",""schedule"":""parallel""},""p"":0.005,""rounds"":10,""window"":11,""z_basis"":""True""}",
